DATE,SEASON,AMOUNT,VALUE,CHANGE,VALUE CHANGE,REASON / CAUSE
4/2/2022,C3 S.2,29670,$237.36,0,$0.00,
4/3/2022,C3 S.2,30040,$240.32,370,$2.96,Battle Pass 2x100 | STW 2 Daily Missions (100) | STW 2 Missions (70)
4/4/2022,C3 S.2,30040,$240.32,0,$0.00,
4/5/2022,C3 S.2,30040,$240.32,0,$0.00,
4/6/2022,C3 S.2,30040,$240.32,0,$0.00,
4/7/2022,C3 S.2,30040,$240.32,0,$0.00,
4/8/2022,C3 S.2,30040,$240.32,0,$0.00,
4/9/2022,C3 S.2,30040,$240.32,0,$0.00,
4/10/2022,C3 S.2,30040,$240.32,0,$0.00,
4/11/2022,C3 S.2,30040,$240.32,0,$0.00,
4/12/2022,C3 S.2,30040,$240.32,0,$0.00,
4/13/2022,C3 S.2,30190,$241.52,150,$1.20,STW Login Reward (150)
4/14/2022,C3 S.2,28990,$231.92,-1200,-$9.60,Item Shop -1200 Henchman Bundle
4/15/2022,C3 S.2,28990,$231.92,0,$0.00,
4/16/2022,C3 S.2,29075,$232.60,85,$0.68,STW 1 Mission (35) | STW 1 Daily Mission (50)
4/17/2022,C3 S.2,29075,$232.60,0,$0.00,
4/18/2022,C3 S.2,29075,$232.60,0,$0.00,
4/19/2022,C3 S.2,29075,$232.60,0,$0.00,
4/20/2022,C3 S.2,29075,$232.60,0,$0.00,
4/21/2022,C3 S.2,29075,$232.60,0,$0.00,
4/22/2022,C3 S.2,29175,$233.40,100,$0.80,Battle Pass 1x100
4/23/2022,C3 S.2,29175,$233.40,0,$0.00,
4/24/2022,C3 S.2,29175,$233.40,0,$0.00,
4/25/2022,C3 S.2,29175,$233.40,0,$0.00,
4/26/2022,C3 S.2,29175,$233.40,0,$0.00,
4/27/2022,C3 S.2,29175,$233.40,0,$0.00,
4/28/2022,C3 S.2,29175,$233.40,0,$0.00,
4/29/2022,C3 S.2,29525,$236.20,350,$2.80,Battle Pass 2x100 | STW 3 Daily Missions (150) 
4/30/2022,C3 S.2,29575,$236.60,50,$0.40,STW 1 Daily Mission (50)
5/1/2022,C3 S.2,29575,$236.60,0,$0.00,
5/2/2022,C3 S.2,29575,$236.60,0,$0.00,
5/3/2022,C3 S.2,29875,$239.00,300,$2.40,STW Login Reward (300)
5/4/2022,C3 S.2,30275,$242.20,400,$3.20,V-Buck Compensation 300 | Battle Pass 1x100
5/5/2022,C3 S.2,30375,$243.00,100,$0.80,Battle Pass 1x100
5/6/2022,C3 S.2,30540,$244.32,165,$1.32,STW 2 Daily Missions (100) | STW 2 Mission (65)
5/7/2022,C3 S.2,30740,$245.92,200,$1.60,STW 2 Daily Missions (100) | Battle Pass 1x100
5/8/2022,C3 S.2,30820,$246.56,80,$0.64,STW Special (30) | STW 1 Daily Mission (50)
5/9/2022,C3 S.2,30820,$246.56,0,$0.00,
5/10/2022,C3 S.2,30820,$246.56,0,$0.00,
5/11/2022,C3 S.2,30820,$246.56,0,$0.00,
5/12/2022,C3 S.2,31090,$248.72,270,$2.16,STW Login Reward (150) | STW 3 Missions (120)
5/13/2022,C3 S.2,31230,$249.84,140,$1.12,STW 2 Daily Missions (110) | STW 1 Mission (30)
5/14/2022,C3 S.2,31280,$250.24,50,$0.40,STW 1 Daily Mission (50)
5/15/2022,C3 S.2,31280,$250.24,0,$0.00,
5/16/2022,C3 S.2,31280,$250.24,0,$0.00,
5/17/2022,C3 S.2,31280,$250.24,0,$0.00,
5/18/2022,C3 S.2,31280,$250.24,0,$0.00,
5/19/2022,C3 S.2,30780,$246.24,-500,-$4.00,Item Shop -500 Lil' Diplodoculus
5/20/2022,C3 S.2,30780,$246.24,0,$0.00,
5/21/2022,C3 S.2,31030,$248.24,250,$2.00,STW Login Reward (150) | STW 2 Daily Missions (100)
5/22/2022,C3 S.2,31030,$248.24,0,$0.00,
5/23/2022,C3 S.2,31060,$248.48,30,$0.24,STW 1 Mission (30)
5/24/2022,C3 S.2,31060,$248.48,0,$0.00,
5/25/2022,C3 S.2,31060,$248.48,0,$0.00,
5/26/2022,C3 S.2,31160,$249.28,100,$0.80,STW 2 Daily Missions (100)
5/27/2022,C3 S.2,30710,$245.68,-450,-$3.60,STW 1 Daily Mission (50) | Item Shop Gift -500 Lil' Diplidiculus
5/28/2022,C3 S.2,30745,$245.96,35,$0.28,STW 1 Mission (35)
5/29/2022,C3 S.2,30745,$245.96,0,$0.00,
5/30/2022,C3 S.2,30945,$247.56,200,$1.60,STW Login Reward (150) | STW 1 Daily Mission (50)
5/31/2022,C3 S.2,30945,$247.56,0,$0.00,
6/1/2022,C3 S.2,30945,$247.56,0,$0.00,
6/2/2022,C3 S.2,30945,$247.56,0,$0.00,
6/3/2022,C3 S.2,30995,$247.96,50,$0.40,STW 1 Daily Mission (50)
6/4/2022,C3 S.2,30995,$247.96,0,$0.00,
6/5/2022,C3 S.3,31245,$249.96,250,$2.00,STW Rewards (250) | Chapter 3 Season 3 Start
6/6/2022,C3 S.3,31245,$249.96,0,$0.00,
6/7/2022,C3 S.3,31245,$249.96,0,$0.00,
6/8/2022,C3 S.3,31295,$250.36,50,$0.40,STW 1 Daily Mission (50)
6/9/2022,C3 S.3,32395,$259.16,1100,$8.80,Fortinte Crew (1000/$12) | Battle Pass 1x100
6/10/2022,C3 S.3,33340,$266.72,945,$7.56,STW Login Rewards (800) | STW Daily Missions (110) | STW 1 Mission (35)
6/11/2022,C3 S.3,33340,$266.72,0,$0.00,
6/12/2022,C3 S.3,33340,$266.72,0,$0.00,
6/13/2022,C3 S.3,33340,$266.72,0,$0.00,
6/14/2022,C3 S.3,33340,$266.72,0,$0.00,
6/15/2022,C3 S.3,33740,$269.92,400,$3.20,Battle Pass 3x100 | STW 2 Daily Missions (100)
6/16/2022,C3 S.3,33740,$269.92,0,$0.00,
6/17/2022,C3 S.3,33740,$269.92,0,$0.00,
6/18/2022,C3 S.3,33880,$271.04,140,$1.12,STW 2 Daily Missions (100) | STW 1 Mission (40)
6/19/2022,C3 S.3,34130,$273.04,350,$2.80,Battle Pass 2x100 | STW Login Rewards (150)
6/20/2022,C3 S.3,34570,$276.56,250,$2.00,STW 2 Daily Mission (150) | Battle Pass 1x100
6/21/2022,C3 S.3,34570,$276.56,0,$0.00,
6/22/2022,C3 S.3,34620,$276.96,50,$0.40,STW Rewards (50)
6/23/2022,C3 S.3,34620,$276.96,0,$0.00,
6/24/2022,C3 S.3,34870,$278.96,290,$2.32,STW 5 Daily Missions (290)
6/25/2022,C3 S.3,35020,$280.16,250,$2.00,STW 1 Daily Missions (50) | Battle Pass 2x100
6/26/2022,C3 S.3,35380,$283.04,310,$2.48,STW Login Rewards (150) | STW 2 Daily Missions (100) | STW 1 Mission (30) | STW Rewards (30)
6/27/2022,C3 S.3,35535,$284.28,155,$1.24,STW 3 Missions (95) | STW 1 Daily Missions (60)
6/28/2022,C3 S.3,35585,$284.68,50,$0.40,STW 1 Daily Mission (50)
6/29/2022,C3 S.3,35635,$285.08,50,$0.40,STW 1 Daily Mission (50)
6/30/2022,C3 S.3,35635,$285.08,0,$0.00,
7/1/2022,C3 S.3,35960,$287.68,325,$2.60,Battle Pass 2x100 | STW 1 Mission (25) | STW 2 Daily Missions (100)
7/2/2022,C3 S.3,36040,$288.32,80,$0.64,STW 2 Missions (80)
7/3/2022,C3 S.3,36470,$291.76,430,$3.44,STW Login Reward (150) | STW 1 Daily Mission (100) | STW 4 Missions (145) | STW Rewards (30)
7/4/2022,C3 S.3,36045,$288.36,-425,-$3.40,Item Shop -500 Fireworks | STW 1 Mission (25) | STW 1 Daily Mission (50)
7/5/2022,C3 S.3,36045,$288.36,0,$0.00,
7/6/2022,C3 S.3,36045,$288.36,0,$0.00,
7/7/2022,C3 S.3,36285,$290.28,240,$1.92,STW 2 Daily Missions (100) | Battle Pass 1x100 | STW 1 Mission (40)
7/8/2022,C3 S.3,36335,$290.68,50,$0.40,STW 1 Daily Mission (50)
7/9/2022,C3 S.3,36335,$290.68,0,$0.00,
7/10/2022,C3 S.3,36335,$290.68,0,$0.00,
7/11/2022,C3 S.3,36535,$292.28,200,$1.60,STW 2 Daily Missions (100) | STW 3 Missions (100)
7/12/2022,C3 S.3,36835,$294.68,300,$2.40,STW Login Reward (300)
7/13/2022,C3 S.3,37065,$296.52,230,$1.84,STW 2 Daily Missions (110) | STW 3 Missions (120)
7/14/2022,C3 S.3,37065,$296.52,0,$0.00,
7/15/2022,C3 S.3,37065,$296.52,0,$0.00,
7/16/2022,C3 S.3,37215,$297.72,150,$1.20,STW 3 Daily Missions (150)
7/17/2022,C3 S.3,37215,$297.72,0,$0.00,
7/18/2022,C3 S.3,37655,$301.24,450,$3.60,STW Login Reward (150) | Battle Pass 2x100 | STW 1 Daily Missions (50) | STW Rewards (50)
7/19/2022,C3 S.3,37755,$302.04,100,$0.80,STW 2 Daily Mission (100)
7/20/2022,C3 S.3,37805,$302.44,50,$0.40,
7/21/2022,C3 S.3,37805,$302.44,0,$0.00,
7/22/2022,C3 S.3,37805,$302.44,0,$0.00,
7/23/2022,C3 S.3,37855,$302.84,50,$0.40,STW 1 Daily Mission (50)
7/24/2022,C3 S.3,37955,$303.64,100,$0.80,Battle Pass 1x100
7/25/2022,C3 S.3,38155,$305.24,200,$1.60,STW Weekly Reward (150) STW 1 Daily Mission (50)
7/26/2022,C3 S.3,38235,$305.88,80,$0.64,STW 1 Daily Mission (50) | STW 1 Mission (30)
7/27/2022,C3 S.3,38235,$305.88,0,$0.00,
7/28/2022,C3 S.3,38235,$305.88,0,$0.00,
7/29/2022,C3 S.3,38235,$305.88,0,$0.00,
7/30/2022,C3 S.3,38285,$306.28,50,$0.40,STW 1 Daily Mission (50)
7/31/2022,C3 S.3,38285,$306.28,0,$0.00,
8/1/2022,C3 S.3,38285,$306.28,0,$0.00,
8/2/2022,C3 S.3,38285,$306.28,0,$0.00,
8/3/2022,C3 S.3,38335,$306.68,50,$0.40,STW 1 Daily Mission (50)
8/4/2022,C3 S.3,38335,$306.68,0,$0.00,
8/5/2022,C3 S.3,38335,$306.68,0,$0.00,
8/6/2022,C3 S.3,38335,$306.68,0,$0.00,
8/7/2022,C3 S.3,38335,$306.68,0,$0.00,
8/8/2022,C3 S.3,38335,$306.68,0,$0.00,
8/9/2022,C3 S.3,38335,$306.68,0,$0.00,
8/10/2022,C3 S.3,38335,$306.68,0,$0.00,
8/11/2022,C3 S.3,38335,$306.68,0,$0.00,
8/12/2022,C3 S.3,38335,$306.68,0,$0.00,
8/13/2022,C3 S.3,38335,$306.68,0,$0.00,
8/14/2022,C3 S.3,38335,$306.68,0,$0.00,
8/15/2022,C3 S.3,38335,$306.68,0,$0.00,
8/16/2022,C3 S.3,38335,$306.68,0,$0.00,
8/17/2022,C3 S.3,38335,$306.68,0,$0.00,
8/18/2022,C3 S.3,38335,$306.68,0,$0.00,
8/19/2022,C3 S.3,38335,$306.68,0,$0.00,
8/20/2022,C3 S.3,38335,$306.68,0,$0.00,
8/21/2022,C3 S.3,38335,$306.68,0,$0.00,
8/22/2022,C3 S.3,38335,$306.68,0,$0.00,
8/23/2022,C3 S.3,38335,$306.68,0,$0.00,
8/24/2022,C3 S.3,38335,$306.68,0,$0.00,
8/25/2022,C3 S.3,38335,$306.68,0,$0.00,
8/26/2022,C3 S.3,38335,$306.68,0,$0.00,
8/27/2022,C3 S.3,38335,$306.68,0,$0.00,
8/28/2022,C3 S.3,38335,$306.68,0,$0.00,
8/29/2022,C3 S.3,38335,$306.68,0,$0.00,
8/30/2022,C3 S.3,38335,$306.68,0,$0.00,
8/31/2022,C3 S.3,38335,$306.68,0,$0.00,
9/1/2022,C3 S.3,38335,$306.68,0,$0.00,
9/2/2022,C3 S.3,38335,$306.68,0,$0.00,
9/3/2022,C3 S.3,38485,$307.88,150,$1.20,STW Login Reward (150)
9/4/2022,C3 S.3,38485,$307.88,0,$0.00,
9/5/2022,C3 S.3,38485,$307.88,0,$0.00,
9/6/2022,C3 S.3,38485,$307.88,0,$0.00,
9/7/2022,C3 S.3,38485,$307.88,0,$0.00,
9/8/2022,C3 S.3,38485,$307.88,0,$0.00,
9/9/2022,C3 S.3,38485,$307.88,0,$0.00,
9/10/2022,C3 S.3,38485,$307.88,0,$0.00,
9/11/2022,C3 S.3,38485,$307.88,0,$0.00,
9/12/2022,C3 S.3,38485,$307.88,0,$0.00,
9/13/2022,C3 S.3,38485,$307.88,0,$0.00,
9/14/2022,C3 S.3,38485,$307.88,0,$0.00,
9/15/2022,C3 S.3,38485,$307.88,0,$0.00,
9/16/2022,C3 S.3,38485,$307.88,0,$0.00,
9/17/2022,C3 S.3,38485,$307.88,0,$0.00,
9/18/2022,C3 S.4,39330,$314.64,845,$6.76,Fortnite Starter Pack ($4/600) | STW 3 Daily Missions (150) | STW 3 Missions (95)
9/19/2022,C3 S.4,39330,$314.64,0,$0.00,
9/20/2022,C3 S.4,39330,$314.64,0,$0.00,
9/21/2022,C3 S.4,39330,$314.64,0,$0.00,
9/22/2022,C3 S.4,40130,$321.04,800,$6.40,Item Shop -300 Sypher's Strut | Fortnite Crew ($12/1000) | Battle Pass 1x100
9/23/2022,C3 S.4,40130,$321.04,0,$0.00,
9/24/2022,C3 S.4,40130,$321.04,0,$0.00,
9/25/2022,C3 S.4,40130,$321.04,0,$0.00,
9/26/2022,C3 S.4,40130,$321.04,0,$0.00,
9/27/2022,C3 S.4,40130,$321.04,0,$0.00,
9/28/2022,C3 S.4,40130,$321.04,0,$0.00,
9/29/2022,C3 S.4,40130,$321.04,0,$0.00,
9/30/2022,C3 S.4,40130,$321.04,0,$0.00,
10/1/2022,C3 S.4,40330,$322.64,200,$1.60,STW 2 Daily Missions (100) | STW 3 Missions (100)
10/2/2022,C3 S.4,40330,$322.64,0,$0.00,
10/3/2022,C3 S.4,40330,$322.64,0,$0.00,
10/4/2022,C3 S.4,40330,$322.64,0,$0.00,
10/5/2022,C3 S.4,40330,$322.64,0,$0.00,
10/6/2022,C3 S.4,40685,$325.48,355,$2.84,STW Login Reward (300) | STW 2 Missions (55)
10/7/2022,C3 S.4,40685,$325.48,0,$0.00,
10/8/2022,C3 S.4,40685,$325.48,0,$0.00,
10/9/2022,C3 S.4,40885,$327.08,200,$1.60,Battle Pass 2x100
10/10/2022,C3 S.4,41085,$328.68,200,$1.60,Battle Pass 2x100
10/11/2022,C3 S.4,41085,$328.68,0,$0.00,
10/12/2022,C3 S.4,41085,$328.68,0,$0.00,
10/13/2022,C3 S.4,41085,$328.68,0,$0.00,
10/14/2022,C3 S.4,41085,$328.68,0,$0.00,
10/15/2022,C3 S.4,41185,$329.48,100,$0.80,Battle Pass 1x100
10/16/2022,C3 S.4,41185,$329.48,0,$0.00,
10/17/2022,C3 S.4,41185,$329.48,0,$0.00,
10/18/2022,C3 S.4,41185,$329.48,0,$0.00,
10/19/2022,C3 S.4,41185,$329.48,0,$0.00,
10/20/2022,C3 S.4,41185,$329.48,0,$0.00,
10/21/2022,C3 S.4,41185,$329.48,0,$0.00,
10/22/2022,C3 S.4,41185,$329.48,0,$0.00,
10/23/2022,C3 S.4,41185,$329.48,0,$0.00,
10/24/2022,C3 S.4,41335,$330.68,150,$1.20,STW Login Reward (150)
10/25/2022,C3 S.4,41535,$332.28,200,$1.60,STW 2 Daily Missions (100) | Battle Pass 1x100
10/26/2022,C3 S.4,41535,$332.28,0,$0.00,
10/27/2022,C3 S.4,41535,$332.28,0,$0.00,
10/28/2022,C3 S.4,41535,$332.28,0,$0.00,
10/29/2022,C3 S.4,41535,$332.28,0,$0.00,
10/30/2022,C3 S.4,41585,$332.68,50,$0.40,STW 1 Daily Mission (50)
10/31/2022,C3 S.4,41670,$333.36,85,$0.68,STW 1 Daily Mission (50) | STW 1 Mission (35)
11/1/2022,C3 S.4,41670,$333.36,0,$0.00,
11/2/2022,C3 S.4,41670,$333.36,0,$0.00,
11/3/2022,C3 S.4,41670,$333.36,0,$0.00,
11/4/2022,C3 S.4,41670,$333.36,0,$0.00,
11/5/2022,C3 S.4,41870,$334.96,200,$1.60,Battle Pass 2x100
11/6/2022,C3 S.4,41870,$334.96,0,$0.00,
11/7/2022,C3 S.4,41870,$334.96,0,$0.00,
11/8/2022,C3 S.4,41870,$334.96,0,$0.00,
11/9/2022,C3 S.4,41870,$334.96,0,$0.00,
11/10/2022,C3 S.4,41870,$334.96,0,$0.00,
11/11/2022,C3 S.4,41870,$334.96,0,$0.00,
11/12/2022,C3 S.4,41870,$334.96,0,$0.00,
11/13/2022,C3 S.4,41870,$334.96,0,$0.00,
11/14/2022,C3 S.4,41870,$334.96,0,$0.00,
11/15/2022,C3 S.4,41870,$334.96,0,$0.00,
11/16/2022,C3 S.4,41870,$334.96,0,$0.00,
11/17/2022,C3 S.4,41870,$334.96,0,$0.00,
11/18/2022,C3 S.4,41870,$334.96,0,$0.00,
11/19/2022,C3 S.4,42400,$339.20,330,$2.64,STW Login Reward (150) | Battle Pass 1x100 | STW 1 Daily Mission (50) | STW 1 Mission (30)
11/20/2022,C3 S.4,42400,$339.20,0,$0.00,
11/21/2022,C3 S.4,41800,$334.40,-400,-$3.20,Item Shop -400 Ma-Ya-Hi
11/22/2022,C3 S.4,41900,$335.20,100,$0.80,STW 2 Daily Missions (100)
11/23/2022,C3 S.4,41950,$335.60,50,$0.40,STW 1 Daily Mission (50)
11/24/2022,C3 S.4,41950,$335.60,0,$0.00,
11/25/2022,C3 S.4,41950,$335.60,0,$0.00,
11/26/2022,C3 S.4,42200,$337.60,250,$2.00,Battle Pass 2x100 | STW 1 Daily Mission (50)
11/27/2022,C3 S.4,42200,$337.60,0,$0.00,
11/28/2022,C3 S.4,42200,$337.60,0,$0.00,
11/29/2022,C3 S.4,42200,$337.60,0,$0.00,
11/30/2022,C3 S.4,42550,$340.40,350,$2.80,STW 3 Daily Missions (150) | Battle Pass 2x100
12/1/2022,C3 S.4,42650,$341.20,100,$0.80,Battle Pass 1x100
12/2/2022,C3 S.4,42650,$341.20,0,$0.00,
12/3/2022,C3 S.4,42850,$342.80,200,$1.60,STW Login Reward (150) | STW 1 Daily Mission (50)
12/4/2022,C4 S.1,44250,$354.00,1300,$10.40,Fortnite Crew (1000/$12) | Battle Pass 4x100
12/5/2022,C4 S.1,44950,$359.60,600,$4.80,Chapter 3 Season 7 Starter Pack (600/$4) | Battle Pass 1x100
12/6/2022,C4 S.1,44950,$359.60,0,$0.00,
12/7/2022,C4 S.1,44950,$359.60,0,$0.00,
12/8/2022,C4 S.1,45000,$360.00,50,$0.40,STW 1 Daily Mission (50)
12/9/2022,C4 S.1,45000,$360.00,0,$0.00,
12/10/2022,C4 S.1,45460,$363.68,460,$3.68,STW 3 Daily Missions (150) | STW 1 Mission (30) | Battle Pass 2x100
12/11/2022,C4 S.1,45060,$360.48,-400,-$3.20,Item Shop Gift -500 Onda Onda | Battle Pass 1x100
12/12/2022,C4 S.1,45060,$360.48,0,$0.00,
12/13/2022,C4 S.1,45060,$360.48,0,$0.00,
12/14/2022,C4 S.1,45060,$360.48,0,$0.00,
12/15/2022,C4 S.1,45360,$362.88,300,$2.40,STW Login Rewards (300)
12/16/2022,C4 S.1,45360,$362.88,0,$0.00,
12/17/2022,C4 S.1,45560,$364.48,200,$1.60,Battle Pass 1x100 | STW 2 Daily Missions (100)
12/18/2022,C4 S.1,45660,$365.28,100,$0.80,Battle Pass 1x100 | STW 2 Daily Missions (100)
12/19/2022,C4 S.1,45660,$365.28,0,$0.00,
12/20/2022,C4 S.1,45660,$365.28,0,$0.00,
12/21/2022,C4 S.1,45660,$365.28,0,$0.00,
12/22/2022,C4 S.1,45660,$365.28,0,$0.00,
12/23/2022,C4 S.1,45760,$366.08,100,$0.80,STW 2 Daily Missions (100)
12/24/2022,C4 S.1,45860,$366.88,100,$0.80,Battle Pass 1x100
12/25/2022,C4 S.1,45910,$367.28,50,$0.40,STW 1 Daily Mission (50)
12/26/2022,C4 S.1,45910,$367.28,0,$0.00,
12/27/2022,C4 S.1,46210,$369.68,300,$2.40,STW Login Reward (150) | STW 1 Daily Mission (50) | Battle Pass 1x100
12/28/2022,C4 S.1,45760,$366.08,-450,-$3.60,Item Shop -500 Jug Band | STW 1 Daily Mission (50)
12/29/2022,C4 S.1,45760,$366.08,0,$0.00,
12/30/2022,C4 S.1,45760,$366.08,0,$0.00,
12/31/2022,C4 S.1,45860,$366.88,100,$0.80,STW 1 Daily Mission (60) | STW 1 Mission (40)
1/1/2023,C4 S.1,45960,$367.68,100,$0.80,Battle Pass 1x100
1/2/2023,C4 S.1,45960,$367.68,0,$0.00,
1/3/2023,C4 S.1,45960,$367.68,0,$0.00,
1/4/2023,C4 S.1,45960,$367.68,0,$0.00,
1/5/2023,C4 S.1,45960,$367.68,0,$0.00,
1/6/2023,C4 S.1,45960,$367.68,0,$0.00,
1/7/2023,C4 S.1,46110,$368.88,150,$1.20,STW Login Rewards (150)
1/8/2023,C4 S.1,46110,$368.88,0,$0.00,
1/9/2023,C4 S.1,46150,$369.20,40,$0.32,STW 1 Mission (40)
1/10/2023,C4 S.1,46150,$369.20,0,$0.00,
1/11/2023,C4 S.1,46150,$369.20,0,$0.00,
1/12/2023,C4 S.1,46150,$369.20,0,$0.00,
1/13/2023,C4 S.1,46150,$369.20,0,$0.00,
1/14/2023,C4 S.1,46200,$369.60,50,$0.40,STW 1 Daily Missions (50)
1/15/2023,C4 S.1,46340,$370.72,140,$1.12,STW 1 Mission (40) | Battle Pass 1x100
1/16/2023,C4 S.1,46340,$370.72,0,$0.00,
1/17/2023,C4 S.1,46440,$371.52,100,$0.80,Battle Pass 1x100
1/18/2023,C4 S.1,46490,$371.92,50,$0.40,STW 1 Daily Mission (50)
1/19/2023,C4 S.1,46730,$373.84,240,$1.92,STW Login Rewards (150) | STW 1 Daily Mission (60) | STW 1 Mission (30)
1/20/2023,C4 S.1,46730,$373.84,0,$0.00,
1/21/2023,C4 S.1,46730,$373.84,0,$0.00,
1/22/2023,C4 S.1,46755,$374.04,25,$0.20,STW 1 Mission (25)
1/23/2023,C4 S.1,46755,$374.04,0,$0.00,
1/24/2023,C4 S.1,46755,$374.04,0,$0.00,
1/25/2023,C4 S.1,46755,$374.04,0,$0.00,
1/26/2023,C4 S.1,46555,$372.44,-200,-$1.60,Item Shop -200 Stay
1/27/2023,C4 S.1,46555,$372.44,0,$0.00,
1/28/2023,C4 S.1,46555,$372.44,0,$0.00,
1/29/2023,C4 S.1,46605,$372.84,50,$0.40,STW 1 Daily Mission (50)
1/30/2023,C4 S.1,46605,$372.84,0,$0.00,
1/31/2023,C4 S.1,46405,$371.24,-200,-$1.60,Item Shop -300 Stay Afloat | STW 2 Daily Missions (100)
2/1/2023,C4 S.1,46405,$371.24,0,$0.00,
2/2/2023,C4 S.1,46455,$371.64,50,$0.40,STW 1 Daily Mission (50)
2/3/2023,C4 S.1,46455,$371.64,0,$0.00,
2/4/2023,C4 S.1,47255,$378.04,800,$6.40,STW Login Reward (800)
2/5/2023,C4 S.1,47255,$378.04,0,$0.00,
2/6/2023,C4 S.1,47255,$378.04,0,$0.00,
2/7/2023,C4 S.1,47255,$378.04,0,$0.00,
2/8/2023,C4 S.1,47255,$378.04,0,$0.00,
2/9/2023,C4 S.1,47255,$378.04,0,$0.00,
2/10/2023,C4 S.1,47255,$378.04,0,$0.00,
2/11/2023,C4 S.1,47360,$378.88,105,$0.84,STW 2 Missions (55) | STW 1 Daily Mission (50)
2/12/2023,C4 S.1,47360,$378.88,0,$0.00,
2/13/2023,C4 S.1,47360,$378.88,0,$0.00,
2/14/2023,C4 S.1,47360,$378.88,0,$0.00,
2/15/2023,C4 S.1,47360,$378.88,0,$0.00,
2/16/2023,C4 S.1,47360,$378.88,0,$0.00,
2/17/2023,C4 S.1,47655,$381.24,295,$2.36,STW 3 Daily Missions (150) | STW 3 Missions (145)
2/18/2023,C4 S.1,47780,$382.24,125,$1.00,STW 1 Daily Mission (50) | STW 2 Missions (75)
2/19/2023,C4 S.1,48010,$384.08,230,$1.84,STW Login Reward (150) | STW 1 Daily Mission (50) | STW 1 Mission (30)
2/20/2023,C4 S.1,48010,$384.08,0,$0.00,
2/21/2023,C4 S.1,48010,$384.08,0,$0.00,
2/22/2023,C4 S.1,48010,$384.08,0,$0.00,
2/23/2023,C4 S.1,48010,$384.08,0,$0.00,
2/24/2023,C4 S.1,48010,$384.08,0,$0.00,
2/25/2023,C4 S.1,48050,$384.40,40,$0.32,STW 1 Mission (40)
2/26/2023,C4 S.1,48175,$385.40,125,$1.00,STW 1 Daily Mission (50) | STW 2 Missions (75)
2/27/2023,C4 S.1,48175,$385.40,0,$0.00,
2/28/2023,C4 S.1,48235,$385.88,60,$0.48,STW 2 Missions (60)
3/1/2023,C4 S.1,48345,$386.76,110,$0.88,STW 1 Daily Mission (50) | STW 2 Missions (60)
3/2/2023,C4 S.1,48660,$389.28,315,$2.52,STW 2 Daily Missions (150) | STW 5 Missions (165)
3/3/2023,C4 S.1,48660,$389.28,0,$0.00,
3/4/2023,C4 S.1,48820,$390.56,160,$1.28,STW 5 Missions (160)
3/5/2023,C4 S.1,49175,$393.40,355,$2.84,STW Login Rewards (150) | STW 3 Missions (105) | STW 2 Daily Missions (100)
3/6/2023,C4 S.1,49245,$393.96,70,$0.56,STW 2 Missions (70)
3/7/2023,C4 S.1,49385,$395.08,140,$1.12,STW 3 Missions (90) | STW 1 Daily Missions (50)
3/8/2023,C4 S.1,49530,$396.24,145,$1.16,STW 3 Missions (95) | STW 1 Daily Missions (50)
3/9/2023,C4 S.1,49530,$396.24,0,$0.00,
3/10/2023,C4 S.2,50775,$406.20,"1,245",$9.96,Battle Pass 1x100 | Fortnite Crew (1000/$12) | STW 1 Daily Mission (50) | STW 3 Missions (95)
3/11/2023,C4 S.2,50775,$406.20,0,$0.00,
3/12/2023,C4 S.2,50775,$406.20,0,$0.00,
3/13/2023,C4 S.2,50775,$406.20,0,$0.00,
3/14/2023,C4 S.2,50995,$407.96,220,$1.76,STW 3 Missions (110) | STW 2 Missions (110)
3/15/2023,C4 S.2,50995,$407.96,0,$0.00,
3/16/2023,C4 S.2,50995,$407.96,0,$0.00,
3/17/2023,C4 S.2,50995,$407.96,0,$0.00,
3/18/2023,C4 S.2,51145,$409.16,150,$1.20,STW Login Rewards (150)
3/19/2023,C4 S.2,51145,$409.16,0,$0.00,
3/20/2023,C4 S.2,51145,$409.16,0,$0.00,
3/21/2023,C4 S.2,51145,$409.16,0,$0.00,
3/22/2023,C4 S.2,51145,$409.16,0,$0.00,
3/23/2023,C4 S.2,51145,$409.16,0,$0.00,
3/24/2023,C4 S.2,51145,$409.16,0,$0.00,
3/25/2023,C4 S.2,51145,$409.16,0,$0.00,
3/26/2023,C4 S.2,51145,$409.16,0,$0.00,
3/27/2023,C4 S.2,51145,$409.16,0,$0.00,
3/28/2023,C4 S.2,51145,$409.16,0,$0.00,
3/29/2023,C4 S.2,51145,$409.16,0,$0.00,
3/30/2023,C4 S.2,51145,$409.16,0,$0.00,
3/31/2023,C4 S.2,50995,$407.96,-200,-$1.60,Item Shop -500 Get Griddy | STW Login Rewards (300)
4/1/2023,C4 S.2,50995,$407.96,0,$0.00,
4/2/2023,C4 S.2,50995,$407.96,0,$0.00,
4/3/2023,C4 S.2,50995,$407.96,0,$0.00,
4/4/2023,C4 S.2,50995,$407.96,0,$0.00,
4/5/2023,C4 S.2,51045,$408.36,50,$0.40,STW 1 Daily Mission (50)
4/6/2023,C4 S.2,51045,$408.36,0,$0.00,
4/7/2023,C4 S.2,51045,$408.36,0,$0.00,
4/8/2023,C4 S.2,51045,$408.36,0,$0.00,
4/9/2023,C4 S.2,51235,$409.88,190,$1.52,STW 3 Daily Mission (150) | STW 1 Mission (40)
